Gene,Entity_type,N_regions,Total_bases,Mean_coverage,Median_coverage,Min_region_coverage,Low_regions_any,Recurrent_low_regions,Est_pct_bases_ge20,Est_pct_bases_low20,Default_status
BHMT2,Gene symbol,8,1092.0,106.2,113.24,36.18,1,0,1.0,0.0,OK
BICC1,Gene symbol,26,3483.0,160.86,143.03,50.35,0,0,1.0,0.0,OK
BICD1,Gene symbol,15,3422.0,189.47,172.71,14.76,1,1,0.99,0.01,OK
BICD2,Gene symbol,10,2657.0,112.96,109.97,0.18,2,2,1.0,0.0,WARNING
BICDL1,Gene symbol,14,2197.0,120.06,109.26,69.24,0,0,1.0,0.0,OK
BICDL2,Gene symbol,10,1626.0,62.34,67.74,20.24,1,1,0.96,0.04,WARNING
BICRA,Gene symbol,13,4683.0,126.21,72.24,45.47,0,0,1.0,0.0,OK
BICRAL,Gene symbol,11,3240.0,231.35,129.65,85.88,0,0,1.0,0.0,OK
BID,Gene symbol,7,1037.0,104.56,84.65,49.71,0,0,1.0,0.0,OK
BIK,Gene symbol,4,483.0,78.84,68.32,33.53,2,0,0.98,0.02,OK
BIN1,Gene symbol,68,1892.0,31.01,6.71,0.0,45,45,0.98,0.02,FAIL
BIN2,Gene symbol,19,1875.0,116.41,133.71,16.24,1,1,0.97,0.03,OK
BIN3,Gene symbol,11,933.0,97.34,88.47,72.06,0,0,1.0,0.0,OK
BIRC2,Gene symbol,9,1889.0,195.33,185.47,88.18,0,0,1.0,0.0,OK
BIRC3,Gene symbol,10,2122.0,165.05,132.41,14.35,1,1,0.96,0.04,OK
BIRC5,Gene symbol,5,560.0,126.67,118.24,49.0,0,0,1.0,0.0,OK
BIRC6,Gene symbol,76,14800.0,161.86,144.74,74.76,0,0,1.0,0.0,OK
BIRC7,Gene symbol,6,1085.0,83.44,82.68,28.88,1,1,0.99,0.01,OK
BIRC8,Gene symbol,1,711.0,390.94,390.94,390.94,0,0,1.0,0.0,OK
BISPR,Gene symbol,1,1.0,45.12,45.12,45.12,0,0,1.0,0.0,WARNING
BIVM,Gene symbol,12,1739.0,164.68,159.41,37.47,1,0,1.0,0.0,OK
BIVM-ERCC5,Gene symbol,7,7.0,20.57,14.65,0.82,5,4,0.43,0.57,FAIL
BLACAT1,Gene symbol,1,102.0,72.88,72.88,72.88,0,0,1.0,0.0,OK
BLCAP,Gene symbol,1,264.0,81.29,81.29,81.29,0,0,1.0,0.0,OK
BLID,Gene symbol,1,327.0,151.82,151.82,151.82,0,0,1.0,0.0,OK
BLK,Gene symbol,42,1891.0,36.83,8.79,0.12,28,28,0.99,0.01,FAIL
BLM,Gene symbol,66,4499.0,74.97,4.03,0.0,41,40,0.99,0.01,FAIL
BLMH,Gene symbol,13,1464.0,142.63,162.0,31.29,1,0,1.0,0.0,OK
BLNK,Gene symbol,22,1411.0,116.09,122.71,0.29,4,4,1.0,0.0,WARNING
BLOC1S1,Gene symbol,4,540.0,97.93,97.21,64.35,0,0,1.0,0.0,OK
BLOC1S2,Gene symbol,6,537.0,135.39,119.24,78.82,0,0,1.0,0.0,OK
BLOC1S3,Gene symbol,2,610.0,97.35,97.35,21.35,1,1,1.0,0.0,OK
BLOC1S4,Gene symbol,1,654.0,123.18,123.18,123.18,0,0,1.0,0.0,OK
BLOC1S5,Gene symbol,8,599.0,124.24,115.12,79.24,0,0,1.0,0.0,OK
BLOC1S6,Gene symbol,10,638.0,140.32,135.41,1.76,2,2,0.95,0.05,WARNING
BLVRA,Gene symbol,7,891.0,112.43,121.18,86.47,0,0,1.0,0.0,OK
BLVRB,Gene symbol,4,888.0,126.26,118.65,54.59,0,0,1.0,0.0,OK
BLZF1,Gene symbol,6,1260.0,208.78,203.82,122.41,0,0,1.0,0.0,OK
BMAL2,Gene symbol,1,37.0,51.12,51.12,51.12,0,0,1.0,0.0,WARNING
BMERB1,Gene symbol,12,1063.0,118.5,102.26,47.59,0,0,1.0,0.0,OK
BMF,Gene symbol,3,555.0,114.76,113.71,99.71,0,0,1.0,0.0,OK
BMI1,Gene symbol,9,1000.0,153.05,135.65,122.35,0,0,1.0,0.0,OK
BMP1,Gene symbol,46,3737.0,59.22,64.35,0.06,21,19,0.98,0.02,FAIL
BMP10,Gene symbol,2,1275.0,391.44,391.44,199.94,0,0,1.0,0.0,OK
BMP15,Gene symbol,2,1179.0,251.5,251.5,76.29,0,0,1.0,0.0,OK
BMP2,Gene symbol,3,1192.0,195.16,108.65,2.41,1,1,1.0,0.0,OK
BMP2K,Gene symbol,19,3585.0,144.7,116.12,28.94,1,0,1.0,0.0,OK
BMP3,Gene symbol,3,1419.0,230.1,147.71,87.41,0,0,1.0,0.0,OK
BMP4,Gene symbol,14,1488.0,65.59,15.65,0.29,8,8,1.0,0.0,WARNING
BMP5,Gene symbol,10,1457.0,130.32,116.09,50.18,0,0,1.0,0.0,OK
BMP6,Gene symbol,7,1542.0,125.83,127.12,56.29,0,0,1.0,0.0,OK
BMP7,Gene symbol,9,1885.0,103.42,99.88,53.94,0,0,1.0,0.0,OK
BMP8A,Gene symbol,10,1825.0,44.12,25.44,0.12,6,6,0.74,0.26,WARNING
BMP8B,Gene symbol,17,3179.0,69.64,74.35,2.71,7,5,0.83,0.17,WARNING
BMPER,Gene symbol,66,2266.0,44.42,20.91,0.29,40,36,0.98,0.02,FAIL
BMPR1A,Gene symbol,60,1680.0,37.31,2.47,0.0,45,45,0.97,0.03,FAIL
BMPR1B,Gene symbol,62,1658.0,50.42,24.56,0.12,35,32,0.98,0.02,FAIL
BMPR2,Gene symbol,115,3251.0,52.46,27.53,0.0,63,55,0.98,0.02,FAIL
BMS1,Gene symbol,24,3889.0,128.07,113.41,25.12,1,0,1.0,0.0,OK
BMS1P10,Gene symbol,6,513.0,87.84,31.91,4.06,5,4,0.61,0.39,WARNING
BMS1P22,Gene symbol,1,633.0,205.65,205.65,205.65,1,0,0.94,0.06,OK
BMT2,Gene symbol,6,1296.0,169.97,169.71,46.71,0,0,1.0,0.0,OK
BMX,Gene symbol,19,2080.0,115.73,110.94,67.35,1,0,1.0,0.0,OK
BNC1,Gene symbol,8,3168.0,233.22,147.26,6.71,2,2,0.96,0.04,WARNING
BNC2,Gene symbol,16,3704.0,171.44,119.88,57.88,0,0,1.0,0.0,OK
BNIP1,Gene symbol,10,949.0,125.95,114.74,70.06,0,0,1.0,0.0,OK
BNIP2,Gene symbol,13,1502.0,128.47,127.06,55.29,0,0,1.0,0.0,OK
BNIP3,Gene symbol,7,812.0,130.6,117.88,58.35,0,0,1.0,0.0,OK
BNIP3L,Gene symbol,6,660.0,107.53,115.15,37.88,1,0,0.99,0.01,OK
BNIP5,Gene symbol,11,1959.0,130.99,131.53,57.24,0,0,1.0,0.0,OK
BNIPL,Gene symbol,11,1084.0,126.1,115.12,82.65,0,0,1.0,0.0,OK
BOC,Gene symbol,19,3526.0,106.99,94.29,54.82,0,0,1.0,0.0,OK
BOD1,Gene symbol,4,853.0,153.4,135.82,77.12,0,0,1.0,0.0,OK
BOD1L1,Gene symbol,28,9342.0,279.54,157.18,45.41,0,0,1.0,0.0,OK
BOD1L2,Gene symbol,1,519.0,195.41,195.41,195.41,0,0,1.0,0.0,OK
BOK,Gene symbol,4,639.0,81.69,78.79,66.12,0,0,1.0,0.0,OK
BOLA1,Gene symbol,1,414.0,96.65,96.65,96.65,0,0,1.0,0.0,OK
BOLA2,Gene symbol,3,463.0,0.31,0.35,0.18,3,3,0.0,1.0,FAIL
BOLA2-SMG1P6,Gene symbol,1,102.0,129.12,129.12,129.12,0,0,1.0,0.0,OK
BOLA2B,Gene symbol,3,459.0,0.86,0.35,0.12,3,3,0.03,0.97,FAIL
BOLA3,Gene symbol,8,399.0,85.35,86.12,3.0,3,3,0.99,0.01,WARNING
BOLL,Gene symbol,15,1098.0,126.9,126.82,43.88,0,0,1.0,0.0,OK
BOP1,Gene symbol,18,2847.0,12.6,0.09,0.0,16,16,0.12,0.88,FAIL
BORA,Gene symbol,13,2070.0,170.52,144.18,84.41,0,0,1.0,0.0,OK
BORCS5,Gene symbol,5,593.0,82.24,99.18,36.76,1,0,1.0,0.0,OK
BORCS6,Gene symbol,1,1074.0,256.24,256.24,256.24,0,0,1.0,0.0,OK
BORCS7,Gene symbol,5,321.0,119.34,115.71,55.94,0,0,1.0,0.0,OK
BORCS8,Gene symbol,6,407.0,78.75,72.41,52.53,0,0,1.0,0.0,OK
BPGM,Gene symbol,2,780.0,241.12,241.12,111.47,0,0,1.0,0.0,OK
BPHL,Gene symbol,9,960.0,118.81,108.65,57.35,0,0,1.0,0.0,OK
BPI,Gene symbol,18,1492.0,105.59,106.62,2.94,1,1,1.0,0.0,OK
BPIFA1,Gene symbol,7,771.0,129.07,126.65,99.0,0,0,1.0,0.0,OK
BPIFA2,Gene symbol,7,750.0,141.39,147.65,97.88,0,0,1.0,0.0,OK
BPIFA3,Gene symbol,7,765.0,145.87,147.88,104.24,0,0,1.0,0.0,OK
BPIFB1,Gene symbol,15,1455.0,122.4,123.24,69.82,0,0,1.0,0.0,OK
BPIFB2,Gene symbol,15,1377.0,89.84,80.29,44.88,0,0,1.0,0.0,OK
BPIFB3,Gene symbol,15,1431.0,111.36,113.47,73.88,0,0,1.0,0.0,OK
BPIFB4,Gene symbol,15,2211.0,131.39,110.24,84.47,0,0,1.0,0.0,OK
BPIFB6,Gene symbol,16,1477.0,129.2,127.47,65.35,0,0,1.0,0.0,OK
BPIFC,Gene symbol,15,1528.0,162.73,149.94,111.47,0,0,1.0,0.0,OK
BPNT1,Gene symbol,10,1107.0,142.05,133.59,117.76,0,0,1.0,0.0,OK
BPNT2,Gene symbol,103,1254.0,30.92,18.88,0.29,72,64,0.96,0.04,FAIL
BPTF,Gene symbol,38,9564.0,205.23,152.82,0.0,3,3,1.0,0.0,WARNING
BPY2,Gene symbol,4,321.0,0.0,0.0,0.0,4,4,0.0,1.0,FAIL
BPY2B,Gene symbol,4,321.0,0.06,0.0,0.0,4,4,0.0,1.0,FAIL
BPY2C,Gene symbol,4,321.0,0.93,0.0,0.0,4,4,0.03,0.97,FAIL
BRAF,Gene symbol,52,3054.0,61.5,39.32,0.0,27,25,0.99,0.01,FAIL
BRAP,Gene symbol,12,1902.0,162.45,171.41,59.35,0,0,1.0,0.0,OK
BRAT1,Gene symbol,27,2796.0,38.75,29.35,0.0,16,14,0.97,0.03,FAIL
BRCA1,Gene symbol,212,6343.0,42.44,4.56,0.0,167,159,0.96,0.04,FAIL
BRCA2,Gene symbol,194,10736.0,56.61,3.03,0.0,150,147,0.98,0.02,FAIL
BRCC3,Gene symbol,11,1021.0,138.99,128.41,55.82,0,0,1.0,0.0,OK
BRD1,Gene symbol,15,3838.0,152.6,99.41,48.41,0,0,1.0,0.0,OK
BRD2,Gene symbol,17,3105.0,139.62,129.0,48.53,0,0,1.0,0.0,OK
BRD3,Gene symbol,12,2209.0,130.16,111.53,85.94,0,0,1.0,0.0,OK
BRD3OS,Gene symbol,2,633.0,155.0,155.0,125.94,0,0,1.0,0.0,OK
BRD4,Gene symbol,22,4345.0,136.6,130.76,36.53,0,0,1.0,0.0,OK
BRD7,Gene symbol,17,2010.0,138.91,131.76,48.29,0,0,1.0,0.0,OK
BRD8,Gene symbol,31,4130.0,129.5,124.88,65.88,0,0,1.0,0.0,OK
BRD9,Gene symbol,22,2374.0,118.45,96.35,11.12,2,2,0.95,0.05,WARNING
BRDT,Gene symbol,18,2856.0,178.98,182.0,73.41,0,0,1.0,0.0,OK
BRF1,Gene symbol,26,4195.0,103.76,87.59,41.47,0,0,1.0,0.0,OK
BRF2,Gene symbol,5,1265.0,183.12,196.94,91.24,0,0,1.0,0.0,OK
BRI3,Gene symbol,4,470.0,106.53,116.53,66.12,0,0,1.0,0.0,OK
BRI3BP,Gene symbol,5,1019.0,103.61,114.88,2.06,2,2,0.87,0.13,WARNING
BRICD5,Gene symbol,4,857.0,121.88,112.88,50.41,0,0,1.0,0.0,OK
BRINP1,Gene symbol,7,2327.0,173.09,135.47,88.82,0,0,1.0,0.0,OK
BRINP2,Gene symbol,7,2352.0,148.23,97.59,65.71,0,0,1.0,0.0,OK
BRINP3,Gene symbol,11,2416.0,177.6,142.94,77.65,0,0,1.0,0.0,OK
BRIP1,Gene symbol,139,4361.0,41.35,5.0,0.0,103,100,0.97,0.03,FAIL
BRIX1,Gene symbol,10,1062.0,159.06,169.85,84.76,0,0,1.0,0.0,OK
BRK1,Gene symbol,3,228.0,94.67,110.59,55.12,0,0,1.0,0.0,OK
BRME1,Gene symbol,11,2853.0,132.57,91.59,52.35,0,0,1.0,0.0,OK
BRMS1,Gene symbol,9,989.0,117.08,87.59,55.82,0,0,1.0,0.0,OK
BRMS1L,Gene symbol,13,1394.0,152.8,130.53,89.0,0,0,1.0,0.0,OK
BROX,Gene symbol,14,1430.0,137.79,141.47,80.47,0,0,1.0,0.0,OK
BRPF1,Gene symbol,13,3837.0,161.24,143.18,44.18,0,0,1.0,0.0,OK
BRPF3,Gene symbol,14,3737.0,172.72,111.35,5.65,1,1,1.0,0.0,OK
BRS3,Gene symbol,3,1200.0,259.8,270.0,235.65,0,0,1.0,0.0,OK
BRSK1,Gene symbol,21,2532.0,96.47,84.82,43.12,0,0,1.0,0.0,OK
BRSK2,Gene symbol,24,2979.0,99.0,87.47,43.29,0,0,1.0,0.0,OK
BRWD1,Gene symbol,45,7309.0,167.3,152.12,27.18,1,1,1.0,0.0,OK
BRWD3,Gene symbol,93,5462.0,74.44,67.59,0.12,32,26,0.99,0.01,FAIL
BSCL2,Gene symbol,28,1566.0,54.39,23.18,0.0,15,15,0.98,0.02,FAIL
BSDC1,Gene symbol,12,1720.0,110.56,115.76,54.35,0,0,1.0,0.0,OK
BSG,Gene symbol,9,1190.0,79.14,87.65,47.41,0,0,1.0,0.0,OK
BSN,Gene symbol,10,11781.0,362.36,163.82,18.35,1,1,0.99,0.01,OK
BSND,Gene symbol,9,969.0,58.2,18.29,4.53,5,5,1.0,0.0,WARNING
BSPH1,Gene symbol,5,399.0,167.26,179.53,127.65,0,0,1.0,0.0,OK
BSPRY,Gene symbol,6,1224.0,130.85,121.79,29.0,1,1,0.95,0.05,OK
BST1,Gene symbol,15,1223.0,114.39,124.35,25.24,1,0,1.0,0.0,OK
BST2,Gene symbol,4,543.0,98.79,97.12,73.06,0,0,1.0,0.0,OK
BSX,Gene symbol,3,702.0,105.02,107.24,99.06,0,0,1.0,0.0,OK
BTAF1,Gene symbol,39,5595.0,143.22,141.76,38.18,1,0,1.0,0.0,OK
BTBD1,Gene symbol,8,1449.0,157.09,162.88,71.47,0,0,1.0,0.0,OK
BTBD10,Gene symbol,11,1658.0,131.06,137.53,30.76,1,0,0.99,0.01,OK
BTBD11,Gene symbol,21,3585.0,129.89,126.18,52.18,0,0,1.0,0.0,OK
BTBD16,Gene symbol,15,1524.0,148.33,139.06,84.06,0,0,1.0,0.0,OK
BTBD17,Gene symbol,4,1525.0,122.19,73.38,49.12,0,0,1.0,0.0,OK
BTBD18,Gene symbol,2,2139.0,460.85,460.85,80.94,0,0,1.0,0.0,OK
BTBD19,Gene symbol,7,1413.0,112.26,108.18,22.82,1,1,0.98,0.02,OK
BTBD2,Gene symbol,13,1744.0,74.57,85.71,0.0,3,2,0.92,0.08,WARNING
BTBD3,Gene symbol,5,1756.0,230.2,172.29,39.0,0,0,1.0,0.0,OK
BTBD7,Gene symbol,12,3783.0,228.74,168.71,57.53,0,0,1.0,0.0,OK
BTBD8,Gene symbol,19,5514.0,228.44,168.82,42.29,0,0,1.0,0.0,OK
BTBD9,Gene symbol,15,2026.0,148.94,164.47,12.29,1,1,0.99,0.01,OK
BTC,Gene symbol,6,734.0,106.83,115.47,30.94,1,0,0.99,0.01,OK
BTD,Gene symbol,17,1886.0,77.64,13.94,0.0,10,9,0.99,0.01,WARNING
BTF3,Gene symbol,6,621.0,102.65,104.88,46.0,0,0,1.0,0.0,OK
BTF3L4,Gene symbol,6,596.0,126.23,127.62,89.0,0,0,1.0,0.0,OK
BTG1,Gene symbol,2,516.0,114.15,114.15,61.82,0,0,1.0,0.0,OK
BTG2,Gene symbol,2,477.0,109.29,109.29,64.41,0,0,1.0,0.0,OK
BTG3,Gene symbol,5,789.0,148.06,173.24,61.0,0,0,1.0,0.0,OK
BTG3-AS1,Gene symbol,2,34.0,128.47,128.47,89.47,0,0,1.0,0.0,OK
BTG4,Gene symbol,7,890.0,170.2,151.41,123.41,0,0,1.0,0.0,OK
BTK,Gene symbol,44,2126.0,51.84,30.97,0.0,23,23,0.99,0.01,FAIL
BTLA,Gene symbol,5,888.0,174.36,156.0,143.06,0,0,1.0,0.0,OK
BTN1A1,Gene symbol,8,1881.0,151.82,117.53,77.47,0,0,1.0,0.0,OK
BTN2A1,Gene symbol,11,1652.0,122.93,104.47,31.65,1,0,1.0,0.0,OK
BTN2A2,Gene symbol,9,1768.0,145.71,122.29,93.35,0,0,1.0,0.0,OK
BTN3A1,Gene symbol,11,1702.0,148.42,128.71,51.76,0,0,1.0,0.0,OK
BTN3A2,Gene symbol,9,1097.0,136.37,145.59,86.06,0,0,1.0,0.0,OK
BTN3A3,Gene symbol,9,1755.0,192.4,144.88,65.94,0,0,1.0,0.0,OK
BTNL10,Gene symbol,2,627.0,147.79,147.79,119.53,0,0,1.0,0.0,OK
BTNL2,Gene symbol,7,1457.0,146.23,133.82,75.18,0,0,1.0,0.0,OK
BTNL3,Gene symbol,8,1401.0,119.96,85.76,18.24,5,5,0.82,0.18,WARNING
BTNL8,Gene symbol,10,1719.0,115.28,126.65,10.88,4,4,0.87,0.13,WARNING
BTNL9,Gene symbol,12,1946.0,111.17,110.59,45.47,0,0,1.0,0.0,OK
BTRC,Gene symbol,15,2319.0,153.51,144.82,77.12,0,0,1.0,0.0,OK
BUB1,Gene symbol,25,3300.0,163.24,163.71,52.88,0,0,1.0,0.0,OK
BUB1B,Gene symbol,39,3215.0,95.35,120.65,0.12,16,16,0.99,0.01,FAIL
BUB1B-PAK6,Gene symbol,5,693.0,77.72,78.29,24.18,1,1,0.96,0.04,OK
BUB3,Gene symbol,8,1008.0,159.53,153.41,113.24,0,0,1.0,0.0,OK
BUD13,Gene symbol,11,1904.0,150.43,144.76,44.0,0,0,1.0,0.0,OK
BUD23,Gene symbol,13,1043.0,101.69,84.41,61.53,0,0,1.0,0.0,OK
BUD31,Gene symbol,4,489.0,178.62,163.24,110.35,0,0,1.0,0.0,OK
BVES,Gene symbol,8,1084.0,140.51,142.38,0.12,1,1,1.0,0.0,OK
BYSL,Gene symbol,8,1328.0,106.85,105.38,9.06,1,1,0.99,0.01,OK
BZW1,Gene symbol,14,1367.0,119.44,114.32,11.35,2,1,0.99,0.01,OK
BZW2,Gene symbol,11,1260.0,125.74,124.24,57.18,0,0,1.0,0.0,OK
C10orf105,Gene symbol,1,402.0,77.59,77.59,77.59,0,0,1.0,0.0,OK
C10orf120,Gene symbol,3,1008.0,323.69,236.06,148.35,0,0,1.0,0.0,OK
C10orf143,Gene symbol,8,562.0,97.49,87.76,41.88,0,0,1.0,0.0,OK
C10orf53,Gene symbol,4,604.0,118.31,143.15,22.24,1,1,0.93,0.07,OK
C10orf55,Gene symbol,16,16.0,28.5,23.88,1.35,12,10,0.5,0.5,FAIL
C10orf62,Gene symbol,1,672.0,309.35,309.35,309.35,0,0,1.0,0.0,OK
C10orf67,Gene symbol,25,2041.0,142.88,153.65,12.0,2,2,0.96,0.04,WARNING
C10orf71,Gene symbol,1,4308.0,1555.12,1555.12,1555.12,0,0,1.0,0.0,OK
C10orf82,Gene symbol,7,1104.0,155.24,148.29,98.71,0,0,1.0,0.0,OK
C10orf88,Gene symbol,6,1338.0,186.45,195.65,47.94,0,0,1.0,0.0,OK
C10orf90,Gene symbol,18,3250.0,154.13,134.94,41.82,0,0,1.0,0.0,OK
C10orf95,Gene symbol,2,779.0,86.56,86.56,61.76,0,0,1.0,0.0,OK
C10orf99,Gene symbol,4,485.0,86.37,72.79,45.76,0,0,1.0,0.0,OK
C11orf1,Gene symbol,6,680.0,150.9,148.53,68.59,0,0,1.0,0.0,OK
C11orf16,Gene symbol,7,1478.0,118.89,118.88,41.47,0,0,1.0,0.0,OK
C11orf21,Gene symbol,4,537.0,95.91,96.41,55.0,0,0,1.0,0.0,OK
C11orf24,Gene symbol,2,1350.0,442.65,442.65,104.65,0,0,1.0,0.0,OK
C11orf40,Gene symbol,5,654.0,165.92,152.47,7.53,1,1,0.99,0.01,OK
C11orf42,Gene symbol,3,1002.0,124.45,95.29,30.65,0,0,1.0,0.0,OK
C11orf52,Gene symbol,4,372.0,101.37,96.65,83.94,0,0,1.0,0.0,OK
C11orf53,Gene symbol,5,867.0,151.2,167.24,96.76,0,0,1.0,0.0,OK
C11orf54,Gene symbol,8,958.0,155.21,155.65,121.24,0,0,1.0,0.0,OK
C11orf58,Gene symbol,7,704.0,196.87,196.47,89.71,0,0,1.0,0.0,OK
C11orf65,Gene symbol,44,1046.0,64.8,34.97,0.0,22,19,0.98,0.02,FAIL
C11orf68,Gene symbol,2,882.0,176.0,176.0,20.47,1,1,0.93,0.07,OK
C11orf71,Gene symbol,2,473.0,175.18,175.18,158.47,0,0,1.0,0.0,OK
C11orf80,Gene symbol,17,1981.0,128.97,113.65,55.94,0,0,1.0,0.0,OK
C11orf86,Gene symbol,2,351.0,73.94,73.94,68.53,0,0,1.0,0.0,OK
C11orf87,Gene symbol,2,1035.0,172.91,172.91,156.71,0,0,1.0,0.0,OK
C11orf91,Gene symbol,4,661.0,78.84,76.06,54.65,0,0,1.0,0.0,OK
C11orf94,Gene symbol,3,297.0,79.0,63.94,60.18,0,0,1.0,0.0,OK
C11orf96,Gene symbol,1,1544.0,349.12,349.12,349.12,0,0,1.0,0.0,OK
C11orf97,Gene symbol,4,381.0,128.74,143.71,54.06,0,0,1.0,0.0,OK
C11orf98,Gene symbol,3,448.0,94.47,54.94,50.0,1,0,0.99,0.01,OK
C12orf29,Gene symbol,11,1013.0,107.71,91.47,0.71,2,2,1.0,0.0,WARNING
C12orf4,Gene symbol,15,1683.0,165.4,161.06,45.76,0,0,1.0,0.0,OK
C12orf40,Gene symbol,14,2112.0,179.16,151.41,74.06,0,0,1.0,0.0,OK
C12orf42,Gene symbol,18,1900.0,147.84,128.44,68.76,0,0,1.0,0.0,OK
C12orf43,Gene symbol,21,925.0,53.0,27.35,1.24,14,9,0.99,0.01,WARNING
C12orf50,Gene symbol,13,1424.0,159.34,152.71,108.47,0,0,1.0,0.0,OK
C12orf54,Gene symbol,8,522.0,115.62,114.97,88.59,0,0,1.0,0.0,OK
C12orf56,Gene symbol,14,1953.0,144.03,145.12,47.0,0,0,1.0,0.0,OK
C12orf57,Gene symbol,5,481.0,101.48,93.06,0.06,1,1,1.0,0.0,OK
C12orf60,Gene symbol,4,840.0,140.24,67.88,14.71,1,1,1.0,0.0,OK
C12orf71,Gene symbol,3,810.0,140.1,107.53,98.29,0,0,1.0,0.0,OK
C12orf73,Gene symbol,5,570.0,148.02,141.47,129.65,0,0,1.0,0.0,OK
C12orf75,Gene symbol,7,348.0,138.28,143.88,31.35,1,0,0.98,0.02,OK
C12orf76,Gene symbol,8,933.0,153.59,118.85,36.41,1,0,0.99,0.01,OK
C13orf42,Gene symbol,5,984.0,108.89,99.29,86.47,0,0,1.0,0.0,OK
C13orf46,Gene symbol,1,286.0,80.18,80.18,80.18,0,0,1.0,0.0,OK
C14orf119,Gene symbol,2,631.0,214.56,214.56,167.71,0,0,1.0,0.0,OK
C14orf132,Gene symbol,4,399.0,113.15,119.94,43.71,1,0,1.0,0.0,OK
C14orf178,Gene symbol,2,244.0,195.5,195.5,189.41,0,0,1.0,0.0,OK
C14orf180,Gene symbol,4,578.0,76.31,73.56,56.71,0,0,1.0,0.0,OK
C14orf28,Gene symbol,5,1024.0,199.19,176.35,111.24,0,0,1.0,0.0,OK
C14orf39,Gene symbol,31,1993.0,109.43,119.53,0.06,9,8,1.0,0.0,WARNING
C14orf93,Gene symbol,6,1617.0,170.36,155.35,129.24,0,0,1.0,0.0,OK
C15orf32,Gene symbol,3,541.0,162.65,140.29,125.76,0,0,1.0,0.0,OK
C15orf39,Gene symbol,2,3185.0,450.35,450.35,85.35,0,0,1.0,0.0,OK
C15orf40,Gene symbol,11,1175.0,105.08,120.71,8.47,2,1,0.95,0.05,OK
C15orf48,Gene symbol,7,582.0,132.74,125.65,60.0,0,0,1.0,0.0,OK
C15orf61,Gene symbol,3,529.0,124.33,110.41,103.53,0,0,1.0,0.0,OK
C15orf62,Gene symbol,1,528.0,200.53,200.53,200.53,0,0,1.0,0.0,OK
C16orf46,Gene symbol,4,1291.0,223.87,204.94,88.65,0,0,1.0,0.0,OK
C16orf54,Gene symbol,1,675.0,128.41,128.41,128.41,0,0,1.0,0.0,OK
C16orf72,Gene symbol,5,976.0,133.2,113.82,49.53,0,0,1.0,0.0,OK
C16orf74,Gene symbol,4,290.0,82.03,70.47,40.76,1,0,0.97,0.03,OK
C16orf78,Gene symbol,5,798.0,146.6,138.71,118.0,0,0,1.0,0.0,OK
C16orf82,Gene symbol,1,465.0,170.94,170.94,170.94,0,0,1.0,0.0,OK
C16orf86,Gene symbol,2,1476.0,289.41,289.41,81.76,0,0,1.0,0.0,OK
C16orf87,Gene symbol,7,741.0,122.34,131.71,36.35,1,0,0.99,0.01,OK
C16orf89,Gene symbol,9,1182.0,132.19,124.18,74.29,0,0,1.0,0.0,OK
C16orf90,Gene symbol,5,756.0,64.34,68.94,44.41,0,0,1.0,0.0,WARNING
C16orf91,Gene symbol,2,399.0,96.26,96.26,27.18,1,1,0.98,0.02,OK
C16orf92,Gene symbol,4,416.0,95.69,98.06,52.94,0,0,1.0,0.0,OK
C16orf95,Gene symbol,7,724.0,102.02,86.47,52.53,0,0,1.0,0.0,OK
C16orf96,Gene symbol,16,3426.0,154.25,150.12,56.82,0,0,1.0,0.0,OK
C17orf100,Gene symbol,2,356.0,50.94,50.94,15.24,1,1,0.91,0.09,WARNING
C17orf107,Gene symbol,3,594.0,88.45,89.29,75.65,0,0,1.0,0.0,OK
C17orf113,Gene symbol,2,2028.0,282.97,282.97,214.76,0,0,1.0,0.0,OK
C17orf114,Gene symbol,3,453.0,71.94,53.0,33.47,1,0,0.97,0.03,OK
C17orf49,Gene symbol,6,579.0,122.25,142.21,46.0,0,0,1.0,0.0,OK
C17orf50,Gene symbol,3,557.0,64.9,51.76,45.0,1,0,0.98,0.02,WARNING
C17orf58,Gene symbol,6,1145.0,83.36,103.44,24.29,1,1,0.99,0.01,OK
C17orf64,Gene symbol,8,1021.0,73.45,65.24,27.29,2,0,0.97,0.03,OK
C17orf67,Gene symbol,4,627.0,118.93,116.24,106.65,0,0,1.0,0.0,OK
C17orf75,Gene symbol,11,1243.0,161.13,162.88,69.71,0,0,1.0,0.0,OK
C17orf80,Gene symbol,6,1863.0,259.13,117.79,73.65,0,0,1.0,0.0,OK
C17orf97,Gene symbol,3,1430.0,218.65,123.59,104.59,0,0,1.0,0.0,OK
C17orf98,Gene symbol,3,465.0,115.2,123.24,88.88,0,0,1.0,0.0,OK
C17orf99,Gene symbol,6,1174.0,114.79,91.09,73.41,0,0,1.0,0.0,OK
C18orf21,Gene symbol,5,681.0,127.05,146.0,44.47,0,0,1.0,0.0,OK
C18orf25,Gene symbol,6,1325.0,139.0,104.62,20.12,1,1,0.98,0.02,OK
C18orf32,Gene symbol,2,254.0,217.76,217.76,215.65,0,0,1.0,0.0,OK
C18orf54,Gene symbol,7,1602.0,201.5,158.29,129.53,0,0,1.0,0.0,OK
C18orf63,Gene symbol,12,2058.0,232.19,177.12,120.18,0,0,1.0,0.0,OK
C19orf12,Gene symbol,60,717.0,27.38,16.88,0.06,43,39,0.95,0.05,FAIL
